39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,-1,39,39,-1,39,-1,-1,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
39,39,39,39,39,39,39,39,39,39,39,39,39,39,-1,-1,-1,39,39,-1,-1,-1,39,-1,-1,39,-1,-1,39,-1,-1,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
39,39,39,39,39,39,-1,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,39,39,39,39,39,39,39,39,39,39,39,39
39,-1,-1,39,39,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,-1,39,39,39,39,-1,-1,39,39,39,39
39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,49,56,56,56,56,56,56,56,56,56,51,-1,-1,-1,-1,-1,-1,-1,-1,39,-1,-1,-1,39,39,39
39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,49,56,56,50,39,39,39,39,39,39,39,39,39,52,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,39,39
39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,49,56,56,56,56,56,56,56,50,39,39,39,39,39,39,39,39,39,39,39,39,39,52,56,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,39,39
39,89,-1,-1,-1,-1,-1,45,-1,-1,49,50,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,52,56,56,56,56,56,56,56,56,56,39,39,39
39,88,-1,45,-1,-1,-1,-1,-1,-1,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,-1,-1,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
39,88,-1,-1,-1,-1,-1,-1,-1,-1,39,39,39,39,39,39,39,39,39,39,39,39,39,39,-1,-1,-1,-1,-1,-1,-1,-1,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
39,88,-1,-1,-1,-1,-1,-1,-1,-1,39,39,102,-1,39,39,39,39,39,39,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,39,39,39,39,39,39,-1,-1,39
39,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,104,-1,39,-1,39,39,39,39,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,39,39,39,39,39,-1,-1,39
39,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,104,-1,-1,-1,-1,39,39,39,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39
